"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219320_at","219320_at","NM_025109","MYO19","80179","myosin XIX",0.256522420498034,6.84181789878843,0.585175271094909,0.584269639211608,0.99447233823876,-4.61827107123393
"201788_at","201788_at","NM_007372","DDX42","11325","DEAD-box helicase 42",0.229896897646077,8.27033175867243,0.585012214544317,0.584370993007474,0.99447233823876,-4.61827823997904
"207173_x_at","207173_x_at","D21254","CDH11","1009","cadherin 11",0.259451867231792,5.93207905320351,0.584994295175205,0.584382132113864,0.99447233823876,-4.61827902770897
"211405_x_at","211405_x_at","M38289","IFNA17","3451","interferon alpha 17",0.185675972515798,6.78784375859249,0.584932925522552,0.584420281946254,0.99447233823876,-4.61828172536314
"204739_at","204739_at","NM_001812","CENPC","1060","centromere protein C",-0.181507592374267,5.47454657989258,-0.584820924140714,0.584489910460268,0.99447233823876,-4.61828664811367
"201782_s_at","201782_s_at","NM_003977","AIP","9049","aryl hydrocarbon receptor interacting protein",0.164154838014655,8.48315591131495,0.58454782210383,0.584659712815261,0.99447233823876,-4.61829864869705
"203727_at","203727_at","NM_006929","SKIV2L","6499","Ski2 like RNA helicase",0.217386731786382,7.32383522826728,0.58450334526702,0.584687369366835,0.99447233823876,-4.61830060269009
"211581_x_at","211581_x_at","AF000426","LST1","7940","leukocyte specific transcript 1",-0.261921939725012,5.8463372596741,-0.584362438339089,0.584774993343294,0.99447233823876,-4.61830679239441
"204615_x_at","204615_x_at","NM_004508","IDI1","3422","isopentenyl-diphosphate delta isomerase 1",-0.164227960847857,9.39306608176704,-0.584346403798888,0.584784965050863,0.99447233823876,-4.6183074966826
"211894_x_at","211894_x_at","AB041736","SEZ6L","23544","seizure related 6 homolog like",0.231113746800631,6.71014138215807,0.584188848641466,0.584882952495586,0.99447233823876,-4.61831441623834
"205933_at","205933_at","NM_015559","SETBP1","26040","SET binding protein 1",0.167723448514009,8.06948653143188,0.584176754135085,0.584890474787394,0.99447233823876,-4.61831494735083
"209341_s_at","209341_s_at","AU153366","IKBKB","3551","inhibitor of nuclear factor kappa B kinase subunit beta",-0.381140919433086,7.57111913232209,-0.584164674134826,0.584897988116685,0.99447233823876,-4.61831547781809
"204031_s_at","204031_s_at","NM_005016","PCBP2","5094","poly(rC) binding protein 2",0.166051413561473,9.64771159875256,0.584156229046933,0.584903240695572,0.99447233823876,-4.6183158486611
"209974_s_at","209974_s_at","AF047473","BUB3","9184","BUB3 mitotic checkpoint protein",-0.173781206692871,7.9165811368114,-0.58414457820199,0.584910487202319,0.99447233823876,-4.6183163602696
"212318_at","212318_at","NM_012470","TNPO3","23534","transportin 3",0.177018068487564,8.01681899063105,0.584123060402055,0.584923870830985,0.99447233823876,-4.61831730513286
"219351_at","219351_at","NM_014563","TRAPPC2","6399","trafficking protein particle complex 2",0.208413150164279,6.41774998947107,0.58411642392245,0.584927998622901,0.99447233823876,-4.61831759654056
"211541_s_at","211541_s_at","U52373","DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A",-0.266469045039122,4.37409975411439,-0.584103309751614,0.584936155495668,0.99447233823876,-4.61831817237627
"217334_at","217334_at","AL022727","OR2J3","442186","olfactory receptor family 2 subfamily J member 3",0.255092121945288,4.30172158244791,0.58409603001965,0.584940683440756,0.99447233823876,-4.61831849202094
"201598_s_at","201598_s_at","NM_001567","INPPL1","3636","inositol polyphosphate phosphatase like 1",0.204457520531168,7.49552029584025,0.583927167038609,0.585045721177286,0.99447233823876,-4.61832590576314
"220439_at","220439_at","NM_024892","RIN3","79890","Ras and Rab interactor 3",0.223365618387878,6.23795891874459,0.583923386014197,0.585048073219014,0.99447233823876,-4.61832607174645
"205893_at","205893_at","NM_014932","NLGN1","22871","neuroligin 1",-0.239670471483875,4.23652735422263,-0.583786845451561,0.585133014196,0.99447233823876,-4.61833206520539
"201346_at","201346_at","NM_024551","ADIPOR2","79602","adiponectin receptor 2",0.18182024079324,9.46588647391919,0.583742620358267,0.585160527966649,0.99447233823876,-4.61833400624426
"208945_s_at","208945_s_at","NM_003766","BECN1","8678","beclin 1",-0.163458302296665,7.45196931971222,-0.583723995025969,0.585172115589494,0.99447233823876,-4.61833482367692
"204652_s_at","204652_s_at","NM_005011","NRF1","4899","nuclear respiratory factor 1",0.388935901817046,4.35297734262558,0.583706404132673,0.585183059773398,0.99447233823876,-4.61833559569196
"219600_s_at","219600_s_at","NM_006134","TMEM50B","757","transmembrane protein 50B",-0.166699900941136,7.24834523308379,-0.583557020028504,0.585276004272967,0.99447233823876,-4.6183421510392
"216133_at","216133_at","AA284903","TCRA /// TRAV21 /// TRAV21 /// YME1L1","10730",NA,-0.207214354219136,4.91199801971948,-0.583551178236215,0.585279639131874,0.99447233823876,-4.61834240736608
"206632_s_at","206632_s_at","NM_004900","APOBEC3B","9582","apolipoprotein B mRNA editing enzyme catalytic subunit 3B",0.188454427520742,4.85133557119725,0.5834072604034,0.58536919157009,0.99447233823876,-4.61834872160305
"213203_at","213203_at","AI633709","SNAPC5","10302","small nuclear RNA activating complex polypeptide 5",-0.169395551212236,9.2706340051053,-0.583248929314322,0.58546772239095,0.99447233823876,-4.61835566685721
"218711_s_at","218711_s_at","NM_004657","SDPR","8436",NA,0.179498456895984,6.64297366967042,0.582863969164475,0.585707329179793,0.99447233823876,-4.61837254738647
"201552_at","201552_at","NM_005561","LAMP1","3916","lysosomal associated membrane protein 1",0.212442599922145,7.3819559476495,0.582854411609258,0.585713278760748,0.99447233823876,-4.61837296637961
"218771_at","218771_at","NM_018216","PANK4","55229","pantothenate kinase 4 (inactive)",0.207738165207135,7.63439893520865,0.582769352548825,0.585766229694574,0.99447233823876,-4.61837669505206
"211837_s_at","211837_s_at","AF165312","PTCRA","171558","pre T cell antigen receptor alpha",0.235499551758347,5.40255274951667,0.582698563018584,0.585810299818766,0.99447233823876,-4.61837979789024
"212001_at","212001_at","AV738039","SUGP2","10147","SURP and G-patch domain containing 2",0.170254637860967,7.5915175996009,0.582591116585102,0.585877194661315,0.99447233823876,-4.61838450692915
"210367_s_at","210367_s_at","AF010316","PTGES","9536","prostaglandin E synthase",0.215346782178356,6.42251303770561,0.582588824814011,0.585878621541469,0.99447233823876,-4.61838460736316
"205370_x_at","205370_x_at","NM_001918","DBT","1629","dihydrolipoamide branched chain transacylase E2",0.183864805803296,9.47078974968005,0.582577869126013,0.585885442694661,0.99447233823876,-4.61838508747846
"208025_s_at","208025_s_at","NM_003483","HMGA2","8091","high mobility group AT-hook 2",-0.216200842136197,5.82918595058043,-0.582515370540935,0.585924356060191,0.99447233823876,-4.61838782624828
"220078_at","220078_at","NM_018391","USP48","84196","ubiquitin specific peptidase 48",0.274148674404116,5.42563573750978,0.582368752321953,0.586015650919836,0.99447233823876,-4.61839425038537
"204118_at","204118_at","NM_001778","CD48","962","CD48 molecule",0.176012500236715,6.72816657549017,0.58207991456825,0.586195527381627,0.99447233823876,-4.61840690237917
"220359_s_at","220359_s_at","NM_016300","ARPP21","10777","cAMP regulated phosphoprotein 21",0.24833290834524,5.29007813266464,0.582044256500424,0.586217736144541,0.99447233823876,-4.61840846398699
"208951_at","208951_at","BC002515","ALDH7A1","501","aldehyde dehydrogenase 7 family member A1",-0.167971024562686,6.23820898794212,-0.582016794579823,0.586234840489642,0.99447233823876,-4.61840966660416
"207100_s_at","207100_s_at","NM_016830","VAMP1","6843","vesicle associated membrane protein 1",0.273075526455641,3.2777963251643,0.581997178691706,0.586247058211049,0.99447233823876,-4.61841052560044
"219553_at","219553_at","NM_013330","NME7","29922","NME/NM23 family member 7",-0.209467854760592,6.31115904458526,-0.581951400342025,0.586275571786522,0.99447233823876,-4.61841253018844
"210879_s_at","210879_s_at","AF334812","RAB11FIP5","26056","RAB11 family interacting protein 5",-0.167920694374382,7.34004505170636,-0.581941942466297,0.586281462840601,0.99447233823876,-4.61841294432457
"206186_at","206186_at","NM_001932","MPP3","4356","membrane palmitoylated protein 3",0.193696215840419,7.35890561260779,0.581730599174996,0.586413112362219,0.99447233823876,-4.61842219718745
"216417_x_at","216417_x_at","X16172","HOXB9","3219","homeobox B9",0.245233024207675,5.23016774210635,0.581592565063808,0.586499106121906,0.99447233823876,-4.61842823912406
"206818_s_at","206818_s_at","NM_017649","CNNM2","54805","cyclin and CBS domain divalent metal cation transport mediator 2",-0.174015313729045,7.30733752618904,-0.581419390958771,0.586607002712127,0.99447233823876,-4.61843581766202
"220230_s_at","220230_s_at","NM_016229","CYB5R2","51700","cytochrome b5 reductase 2",-0.214848155207914,5.4875694105447,-0.581375261131071,0.586634499875594,0.99447233823876,-4.61843774862415
"202324_s_at","202324_s_at","NM_022735","ACBD3","64746","acyl-CoA binding domain containing 3",-0.168826636463788,8.16807805092302,-0.581203394392807,0.586741597096791,0.99447233823876,-4.61844526784349
"213748_at","213748_at","AW271713","TRIM66","9866","tripartite motif containing 66",0.246224671289987,6.33957686283091,0.581119174306827,0.586794082488771,0.99447233823876,-4.61844895188676
"202462_s_at","202462_s_at","NM_014829","DDX46","9879","DEAD-box helicase 46",0.256459478274221,8.1286214220037,0.581114249592502,0.58679715162719,0.99447233823876,-4.61844916729636
"211286_x_at","211286_x_at","L29349","CSF2RA","1438","colony stimulating factor 2 receptor subunit alpha",-0.324390157401231,4.10055570674144,-0.581096823883631,0.586808011608127,0.99447233823876,-4.61844992949504
"205511_at","205511_at","NM_017976","FLJ10038","55056",NA,-0.239762083422291,4.36023280355345,-0.58104381250479,0.586841049910092,0.99447233823876,-4.61845224810161
"209614_at","209614_at","AF153821","ADH1B","125","alcohol dehydrogenase 1B (class I), beta polypeptide",-0.376729853094138,4.34768021449858,-0.581040400572312,0.586843176369333,0.99447233823876,-4.61845239732694
"202509_s_at","202509_s_at","AI862445","TNFAIP2","7127","TNF alpha induced protein 2",-0.398346065778192,5.55955636062605,-0.580940895454127,0.586905194215206,0.99447233823876,-4.61845674902378
"202595_s_at","202595_s_at","AF161461","LEPROTL1","23484","leptin receptor overlapping transcript like 1",0.174319177286821,6.61440708091278,0.580812532881446,0.58698520380468,0.99447233823876,-4.61846236192781
"202733_at","202733_at","NM_004199","LOC101927705 /// P4HA2","8974 /// 101927705",NA,0.163201798454403,7.41256092530952,0.580773370352025,0.587009615512279,0.99447233823876,-4.61846407420025
"216887_s_at","216887_s_at","AJ133768","LDB3","11155","LIM domain binding 3",-0.238638041680401,10.5701497139136,-0.580766281654723,0.587014034272403,0.99447233823876,-4.6184643841245
"218953_s_at","218953_s_at","NM_024028","PCYOX1L","78991","prenylcysteine oxidase 1 like",0.300906390154096,5.46185477247233,0.580702406519692,0.587053851948026,0.99447233823876,-4.61846717667491
"201215_at","201215_at","NM_005032","PLS3","5358","plastin 3",-0.223750261070286,8.86359799442452,-0.580614846378652,0.587108436786729,0.99447233823876,-4.61847100433246
"208966_x_at","208966_x_at","AF208043","IFI16","3428","interferon gamma inducible protein 16",0.171739152486084,7.25134022357282,0.580538536103174,0.587156011027844,0.99447233823876,-4.61847433985262
"211923_s_at","211923_s_at","AF352026","ZNF471","57573","zinc finger protein 471",0.580220256547484,3.67747614350162,0.580491003249002,0.587185645713458,0.99447233823876,-4.61847641734585
"201042_at","201042_at","AL031651","TGM2","7052","transglutaminase 2",0.191528519985891,7.78116131521739,0.58047304481213,0.587196842264435,0.99447233823876,-4.61847720221243
"203754_s_at","203754_s_at","NM_001519","BRF1","2972","BRF1 RNA polymerase III transcription initiation factor subunit",0.246534008319015,4.56101089786873,0.580452958023601,0.587209365935083,0.99447233823876,-4.61847808007617
"204519_s_at","204519_s_at","NM_015993","PLLP","51090","plasmolipin",-0.175885785267469,6.36180090558024,-0.580440731804855,0.587216988793956,0.99447233823876,-4.61847861439401
"212306_at","212306_at","AI741784","CLASP2","23122","cytoplasmic linker associated protein 2",-0.208784726375042,8.19489280576929,-0.58038987667828,0.58724869683503,0.99447233823876,-4.61848083680568
"218153_at","218153_at","NM_024537","CARS2","79587","cysteinyl-tRNA synthetase 2, mitochondrial",0.2243426947578,8.23426619633682,0.580279390216075,0.587317588493784,0.99447233823876,-4.61848566465208
"209291_at","209291_at","AW157094","ID4","3400","inhibitor of DNA binding 4, HLH protein",0.178855051692305,5.34694862014718,0.580195570353159,0.587369856038266,0.99447233823876,-4.61848932680641
"208990_s_at","208990_s_at","AF132362","HNRNPH3","3189","heterogeneous nuclear ribonucleoprotein H3",0.171092080554113,8.95730933008861,0.580068406725635,0.587449156916861,0.99447233823876,-4.61849488192345
"220585_at","220585_at","NM_025130","HKDC1","80201","hexokinase domain containing 1",-0.401742321924162,4.38981200096296,-0.580005600135516,0.587488326347598,0.99447233823876,-4.61849762527857
"219954_s_at","219954_s_at","NM_020973","GBA3","57733","glucosylceramidase beta 3 (gene/pseudogene)",0.206579128085647,5.5562323954705,0.580002247236608,0.587490417433576,0.99447233823876,-4.61849777172495
"206363_at","206363_at","NM_005360","MAF","4094","MAF bZIP transcription factor",0.161955253240399,8.25174723200831,0.579983609602778,0.587502041158535,0.99447233823876,-4.61849858575936
"208652_at","208652_at","BC000400","PPP2CA","5515","protein phosphatase 2 catalytic subunit alpha",0.222967363928824,8.69469302983478,0.579976808449981,0.587506282865779,0.99447233823876,-4.61849888280786
"208910_s_at","208910_s_at","L04636","C1QBP","708","complement C1q binding protein",-0.225087434660224,8.34165468983113,-0.579938478802431,0.587530188451389,0.99447233823876,-4.61850055685213
"221431_s_at","221431_s_at","NM_030959","OR12D3","81797","olfactory receptor family 12 subfamily D member 3",0.198644596834877,5.93070351188181,0.579887389492567,0.5875620529641,0.99447233823876,-4.61850278804421
"212709_at","212709_at","D83781","NUP160","23279","nucleoporin 160",-0.178591852831213,5.4304136768037,-0.57988534231332,0.58756332981637,0.99447233823876,-4.61850287744634
"205092_x_at","205092_x_at","NM_014950","ZBTB1","22890","zinc finger and BTB domain containing 1",-0.504992938752181,3.91893022949729,-0.579837520875771,0.587593157153495,0.99447233823876,-4.61850496578309
"220488_s_at","220488_s_at","NM_017679","BCAS3","54828","BCAS3 microtubule associated cell migration factor",-0.178970014856472,6.84515037685112,-0.579715332241827,0.587669373263136,0.99447233823876,-4.61851030110722
"216415_at","216415_at","AK026793","DNAH3","55567","dynein axonemal heavy chain 3",-0.323459178254511,4.29465773464875,-0.579677061751641,0.587693246029464,0.99447233823876,-4.61851197200083
"219219_at","219219_at","NM_017854","TMEM160","54958","transmembrane protein 160",-0.180079693708996,6.98220211524772,-0.57953644016902,0.587780969553249,0.99447233823876,-4.61851811084096
"219073_s_at","219073_s_at","NM_017784","OSBPL10","114884","oxysterol binding protein like 10",0.176227143490929,5.76324400469629,0.579512825850526,0.58779570158981,0.99447233823876,-4.61851914161494
"217543_s_at","217543_s_at","BE890314","MBTPS1","8720","membrane bound transcription factor peptidase, site 1",0.189066351414573,4.99317251637852,0.579501212631634,0.587802946699707,0.99447233823876,-4.61851964852476
"216521_s_at","216521_s_at","S72931","BRCC3","79184","BRCA1/BRCA2-containing complex subunit 3",0.262823254444046,5.57952261073559,0.579427433213808,0.587848976563982,0.99447233823876,-4.61852286877214
"203760_s_at","203760_s_at","U44403","SLA","6503","Src like adaptor",0.202859901463087,4.19859602762252,0.579417660317184,0.587855073892831,0.99447233823876,-4.61852329530623
"215818_at","215818_at","AK026469","NUDT7","283927","nudix hydrolase 7",-0.251023932358606,5.98070102155836,-0.57941019632037,0.58785973072088,0.99447233823876,-4.61852362106568
"215517_at","215517_at","AL049925","PYGO1","26108","pygopus family PHD finger 1",0.59614111888096,4.65275857426524,0.579388855487877,0.587873045507059,0.99447233823876,-4.61852455244977
"219626_at","219626_at","NM_024597","MAP7D3","79649","MAP7 domain containing 3",-0.197666261417891,6.73835627821953,-0.579385859439964,0.587874914790003,0.99447233823876,-4.61852468320508
"204214_s_at","204214_s_at","NM_006834","RAB32","10981","RAB32, member RAS oncogene family",0.356872375479493,6.21828951799439,0.579302861247965,0.587926700163014,0.99447233823876,-4.6185283052594
"207284_s_at","207284_s_at","NM_020164","ASPH","444","aspartate beta-hydroxylase",0.324942793913277,6.58553343006407,0.579276613388316,0.587943077672301,0.99447233823876,-4.61852945063887
"203229_s_at","203229_s_at","NM_003993","CLK2","1196","CDC like kinase 2",0.352066324752919,6.67314821520504,0.578899429535736,0.588178454775144,0.99447233823876,-4.61854590551842
"218049_s_at","218049_s_at","NM_014078","MRPL13","28998","mitochondrial ribosomal protein L13",-0.167281561861868,7.500610972059,-0.578871974686148,0.588195589909251,0.99447233823876,-4.61854710293814
"218185_s_at","218185_s_at","NM_018120","ARMC1","55156","armadillo repeat containing 1",-0.162049400278343,7.22685592222244,-0.578870820240701,0.588196310429028,0.99447233823876,-4.61854715328735
"202480_s_at","202480_s_at","NM_004216","DEDD","9191","death effector domain containing",0.320981407229172,5.24926174142489,0.578772065649457,0.588257947775743,0.99447233823876,-4.61855146002403
"216128_at","216128_at","AF052173","LOC101929597 /// TBCD","6904 /// 101929597",NA,0.265992595266141,6.08130280193938,0.578748185693734,0.588272852965967,0.99447233823876,-4.61855250135764
"215096_s_at","215096_s_at","AU145746","ESD","2098","esterase D",-0.170856328316109,10.5324756211516,-0.578701107807022,0.588302238325766,0.99447233823876,-4.618554554189
"212061_at","212061_at","AB002330","U2SURP","23350","U2 snRNP associated SURP domain containing",0.323046315023488,7.04792665070575,0.57867585742254,0.588317999634986,0.99447233823876,-4.61855565518025
"209659_s_at","209659_s_at","AF164598","CDC16","8881","cell division cycle 16",0.17568725019199,8.77048496872752,0.578642190313557,0.588339015073695,0.99447233823876,-4.61855712310921
"218347_at","218347_at","NM_018264","TYW1","55253","tRNA-yW synthesizing protein 1 homolog",0.180127183152274,8.0946422629561,0.578583606567505,0.588375584894699,0.99447233823876,-4.61855967728199
"211975_at","211975_at","BE299671","ARFGAP2","84364","ADP ribosylation factor GTPase activating protein 2",0.168759986570185,8.71335973928031,0.578577771710259,0.588379227273006,0.99447233823876,-4.61855993166328
"203166_at","203166_at","NM_006324","CFDP1","10428","craniofacial development protein 1",0.204267876227409,7.772965516849,0.578451917419268,0.588457794510665,0.99447233823876,-4.61856541804104
"202210_x_at","202210_x_at","NM_019884","GSK3A","2931","glycogen synthase kinase 3 alpha",0.396736002074682,6.33406288482093,0.578389067205761,0.588497032516108,0.99447233823876,-4.61856815753952
"206758_at","206758_at","NM_001956","EDN2","1907","endothelin 2",-0.205572828313044,3.71912442349144,-0.578175038652209,0.588630664699341,0.99447233823876,-4.61857748487681
"202638_s_at","202638_s_at","NM_000201","ICAM1","3383","intercellular adhesion molecule 1",-0.192109383489797,5.9440011037074,-0.577827195822211,0.58884788573978,0.99447233823876,-4.61859263827205
"208439_s_at","208439_s_at","NM_015839","FCN2","2220","ficolin 2",0.164318129516195,6.92938496792164,0.577812545648129,0.588857035566802,0.99447233823876,-4.61859327634009
"200968_s_at","200968_s_at","NM_000942","PPIB","5479","peptidylprolyl isomerase B",-0.315715767581491,5.59280592535291,-0.577700889040024,0.588926774032451,0.99447233823876,-4.61859813898825
"219999_at","219999_at","NM_018621","MAN2A2","4122","mannosidase alpha class 2A member 2",0.32740863714965,6.05438818065196,0.577694738094708,0.588930615936189,0.99447233823876,-4.61859840684149
"219677_at","219677_at","NM_025106","SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1",0.18572343748983,6.97415111631923,0.577464204088357,0.589074619443017,0.99447233823876,-4.61860844428056
"200768_s_at","200768_s_at","BC001686","MAT2A","4144","methionine adenosyltransferase 2A",0.161909768817193,8.99141639394591,0.577396344757655,0.589117012019819,0.99447233823876,-4.61861139829675
"215654_at","215654_at","AK023909","BCAT2","587","branched chain amino acid transaminase 2",0.421492612647199,4.47258864228624,0.577263986503438,0.589199703271506,0.99447233823876,-4.61861715929212
"216809_at","216809_at","Z22780","CYLC1","1538","cylicin 1",-0.187243881739025,5.99165076371073,-0.57721408314909,0.589230882403834,0.99447233823876,-4.61861933111555
"203435_s_at","203435_s_at","NM_007287","MME","4311","membrane metalloendopeptidase",-0.259296226308867,6.80404280800645,-0.577067646913842,0.589322380188155,0.99447233823876,-4.61862570328911
"212899_at","212899_at","AB028951","CDK19","23097","cyclin dependent kinase 19",0.17392008022953,6.29231745870585,0.577051897759698,0.589332221254607,0.99447233823876,-4.61862638854098
"207391_s_at","207391_s_at","NM_003557","PIP5K1A","8394","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha",0.167192322649229,7.37236405666673,0.577022116165802,0.589350830951455,0.99447233823876,-4.61862768431122
"208654_s_at","208654_s_at","BF669455","CD164","8763","CD164 molecule",0.177292609404797,7.91460084611433,0.577021281889999,0.589351352272591,0.99447233823876,-4.61862772060908
"203083_at","203083_at","NM_003247","THBS2","7058","thrombospondin 2",0.274340626041704,6.86588562281509,0.577020245689173,0.589351999772757,0.99447233823876,-4.61862776569228
"214517_at","214517_at","NM_005553","KRTAP5-9","3846","keratin associated protein 5-9",0.166134254078247,4.09197344616307,0.577003107240259,0.589362709293353,0.99447233823876,-4.61862851134601
"213968_at","213968_at","AA748177","","",NA,0.181145216063634,6.10353722091967,0.576881097594754,0.589438954462417,0.99447233823876,-4.61863381921653
"202899_s_at","202899_s_at","NM_003017","SRSF3","6428","serine and arginine rich splicing factor 3",-0.169598104232238,8.13631121645317,-0.576858781477984,0.589452900703592,0.99447233823876,-4.61863478995844
"212645_x_at","212645_x_at","AL566299","BRE","9577",NA,-0.162124780702229,8.03160935980829,-0.576798291594453,0.589490704288506,0.99447233823876,-4.61863742110098
"211047_x_at","211047_x_at","BC006337","AP2S1","1175","adaptor related protein complex 2 subunit sigma 1",-0.194046798796139,8.94201818936699,-0.57677295124797,0.589506541360984,0.99447233823876,-4.61863852327403
"205981_s_at","205981_s_at","NM_001564","ING2","3622","inhibitor of growth family member 2",0.161097147449605,7.76132123868819,0.576737264210582,0.589528845294758,0.99447233823876,-4.61864007541224
"207064_s_at","207064_s_at","NM_009590","AOC2","314","amine oxidase copper containing 2",-0.167400199871293,5.96541451348084,-0.576539046180181,0.589652738401981,0.99447233823876,-4.61864869519982
"204771_s_at","204771_s_at","AI632304","TTF1","7270","transcription termination factor 1",-0.204056752031453,7.13555660037267,-0.576340053513212,0.589777131738892,0.99447233823876,-4.61865734642315
"219649_at","219649_at","NM_013339","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",0.160867387511508,7.70681910485138,0.576156490313083,0.589891894143287,0.99447233823876,-4.6186653248492
"204123_at","204123_at","NM_013975","LIG3","3980","DNA ligase 3",-0.242755225933982,4.76627610803241,-0.575942242755704,0.590025857495272,0.99447233823876,-4.61867463451804
"214059_at","214059_at","BE049439","IFI44","10561","interferon induced protein 44",0.229880370061624,5.64640069765927,0.575887721654142,0.590059951078441,0.99447233823876,-4.61867700319823
"206912_at","206912_at","NM_004473","FOXE1","2304","forkhead box E1",0.287115946334874,4.20223133625934,0.575821035163755,0.590101653663379,0.99447233823876,-4.61867990017583
"221818_at","221818_at","BF446693","INTS5","80789","integrator complex subunit 5",0.19423963993192,6.70972624578834,0.575525420618537,0.590286538793006,0.99447233823876,-4.61869273913504
"203919_at","203919_at","NM_003195","TCEA2","6919","transcription elongation factor A2",0.298026786200735,5.38195040842615,0.575498777962368,0.590303203555093,0.99447233823876,-4.61869389601863
"207771_at","207771_at","NM_003041","SLC5A2","6524","solute carrier family 5 member 2",-0.167437803995769,6.52178563179554,-0.575454120136624,0.590331137303609,0.99447233823876,-4.61869583507029
"215167_at","215167_at","BE567032","MED14","9282","mediator complex subunit 14",0.180847355974734,7.86209740419811,0.575347909514793,0.59039757596162,0.99447233823876,-4.61870044629961
"218593_at","218593_at","NM_018077","RBM28","55131","RNA binding motif protein 28",0.161187351706989,7.3730737324093,0.575299779153441,0.590427684783688,0.99447233823876,-4.61870253571052
"217716_s_at","217716_s_at","NM_013336","SEC61A1","29927","SEC61 translocon subunit alpha 1",-0.188182367274904,6.36999398964666,-0.575141955391461,0.590526420900682,0.99447233823876,-4.61870938614869
"214332_s_at","214332_s_at","AI796813","TSFM","10102","Ts translation elongation factor, mitochondrial",-0.180794996721676,6.7041359449936,-0.575123927514216,0.590537699963383,0.99447233823876,-4.61871016856943
"205830_at","205830_at","NM_004362","CLGN","1047","calmegin",-0.187697784949872,4.43922022147772,-0.575105265312374,0.590549376027409,0.99447233823876,-4.6187109785007
"207316_at","207316_at","NM_001523","HAS1","3036","hyaluronan synthase 1",-0.262001743581571,4.37129708915557,-0.574974237921698,0.590631357696519,0.99447233823876,-4.61871666447167
"218994_s_at","218994_s_at","NM_022906","STAG3L4","64940","stromal antigen 3-like 4 (pseudogene)",-0.19600703155826,5.83306494996436,-0.574955332620311,0.590643187005597,0.99447233823876,-4.61871748479173
"214224_s_at","214224_s_at","BE674061","PIN4","5303","peptidylprolyl cis/trans isomerase, NIMA-interacting 4",0.173811485948033,8.33511603598686,0.574851704303528,0.590708031255166,0.99447233823876,-4.61872198096632
"206104_at","206104_at","NM_002202","ISL1","3670","ISL LIM homeobox 1",0.182499552646067,4.83676439941109,0.574782698472055,0.590751213291555,0.99447233823876,-4.6187249746175
"203310_at","203310_at","NM_007269","STXBP3","6814","syntaxin binding protein 3",-0.220599169754621,7.00487046385552,-0.574551185653547,0.590896102040718,0.99447233823876,-4.6187350162553
"209226_s_at","209226_s_at","U72069","TNPO1","3842","transportin 1",0.216772851944454,7.34255103052133,0.574443158690088,0.5909637164979,0.99447233823876,-4.61873970076989
"210530_s_at","210530_s_at","M21985","NR2C1","7181","nuclear receptor subfamily 2 group C member 1",-0.271895880931745,3.88540523758432,-0.574430470525997,0.590971658375079,0.99447233823876,-4.61874025093962
"210259_s_at","210259_s_at","AF254115","DLX4","1748","distal-less homeobox 4",-0.226431104679065,6.15810067456964,-0.574201415589106,0.59111504149974,0.99447233823876,-4.61875018137738
"218603_at","218603_at","NM_016217","HECA","51696","hdc homolog, cell cycle regulator",0.167695064566406,8.5557019807779,0.574151456922097,0.591146317302502,0.99447233823876,-4.61875234688506
"208231_at","208231_at","NM_013960","NRG1","3084","neuregulin 1",0.165908663485939,4.8956175196215,0.574151090338224,0.591146546800053,0.99447233823876,-4.61875236277447
"216203_at","216203_at","U15555","SPTLC2","9517","serine palmitoyltransferase long chain base subunit 2",-0.218978813199474,6.4254262205059,-0.574114387748002,0.591169524503895,0.99447233823876,-4.61875395359278
"211316_x_at","211316_x_at","AF009616","CFLAR","8837","CASP8 and FADD like apoptosis regulator",0.251081878411016,8.78021873454851,0.5739605019208,0.591265870868614,0.99447233823876,-4.61876062270337
"207441_at","207441_at","NM_006685","SMR3B","10879","submaxillary gland androgen regulated protein 3B",0.189506267946239,3.86883246573401,0.573752338664673,0.591396215058022,0.99447233823876,-4.61876964193755
"208574_at","208574_at","NM_004189","SOX14","8403","SRY-box transcription factor 14",-0.21347432053222,3.53062059909343,-0.573442907444681,0.591590001980971,0.99447233823876,-4.61878304430031
"218326_s_at","218326_s_at","NM_018490","LGR4","55366","leucine rich repeat containing G protein-coupled receptor 4",-0.17784590897014,6.16117992880684,-0.573384991926617,0.591626276936402,0.99447233823876,-4.6187855521808
"220590_at","220590_at","NM_018463","ITFG2","55846","integrin alpha FG-GAP repeat containing 2",0.409762349834686,4.27792261014242,0.57300417342141,0.591864833624988,0.99447233823876,-4.61880203775332
"218053_at","218053_at","NM_017892","PRPF40A","55660","pre-mRNA processing factor 40 homolog A",0.280753477466959,7.8430858631428,0.572947908636234,0.591900084636309,0.99447233823876,-4.61880447274321
"213763_at","213763_at","R37104","HIPK2","28996","homeodomain interacting protein kinase 2",0.556960606834218,6.25343273376211,0.572749068732043,0.592024672077071,0.99447233823876,-4.61881307655214
