"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"396_f_at","396_f_at","X97671","EPOR","2057","erythropoietin receptor",0.462063946965893,9.05624350331837,0.876020532950201,0.417038795033884,0.905381583540816,-4.6119801873702
"218510_x_at","218510_x_at","AI816291","FAM134B","54463",NA,0.35158741498539,9.68682392120529,0.875829955582777,0.417134002234203,0.905381583540816,-4.61199967725898
"219870_at","219870_at","NM_024997","ATF7IP2","80063","activating transcription factor 7 interacting protein 2",0.431102774303177,5.03329362320674,0.875752555637665,0.417172673817724,0.905381583540816,-4.61200759210541
"218356_at","218356_at","NM_013393","FTSJ2","29960",NA,-0.42361358312195,7.27590011953063,-0.875616566158339,0.417240625260125,0.905381583540816,-4.61202149733988
"219539_at","219539_at","NM_024775","GEMIN6","79833","gem nuclear organelle associated protein 6",-0.452871500931212,6.6391967624463,-0.875616195357725,0.417240810553841,0.905381583540816,-4.61202153525348
"201918_at","201918_at","AI927944","SLC25A36","55186","solute carrier family 25 member 36",-0.385177946498999,8.5936473426858,-0.875444560830679,0.417326585174933,0.905381583540816,-4.61203908359102
"201891_s_at","201891_s_at","NM_004048","B2M","567","beta-2-microglobulin",-0.341225019924524,12.0718711842736,-0.875383835243992,0.417356936081297,0.905381583540816,-4.61204529187566
"205155_s_at","205155_s_at","NM_006946","SPTBN2","6712","spectrin beta, non-erythrocytic 2",0.428827711394579,4.54791940282123,0.875276758161864,0.417410457737288,0.905381583540816,-4.61205623833658
"221696_s_at","221696_s_at","AF251059","STYK1","55359","serine/threonine/tyrosine kinase 1",0.337480682077061,5.63886780100727,0.875170526253737,0.417463562078998,0.905381583540816,-4.61206709767392
"208532_x_at","208532_x_at","NM_021046","KRTAP5-8","57830","keratin associated protein 5-8",0.382010368895595,4.70546668733143,0.875088884125984,0.417504377697305,0.905381583540816,-4.61207544288315
"214420_s_at","214420_s_at","AV657878","CYP2C9","1559","cytochrome P450 family 2 subfamily C member 9",0.412291798243123,4.00672613249278,0.874880360197344,0.417608639476276,0.905381583540816,-4.61209675563501
"207761_s_at","207761_s_at","NM_014033","METTL7A","25840","methyltransferase like 7A",-0.322020204305645,10.2079687209208,-0.874748019324062,0.417674820026671,0.905381583540816,-4.61211028045389
"220720_x_at","220720_x_at","NM_025029","MZT2B","80097","mitotic spindle organizing protein 2B",0.465458107457149,8.08324263247397,0.874568480831302,0.417764615693794,0.905381583540816,-4.61212862693482
"211734_s_at","211734_s_at","BC005912","FCER1A","2205","Fc fragment of IgE receptor Ia",0.408998843954325,5.07515945659318,0.874436129473939,0.417830820211732,0.905381583540816,-4.61214215019229
"215637_at","215637_at","AU155621","CEP41","95681","centrosomal protein 41",0.48103135191489,6.57706128645494,0.874369136669245,0.417864334240746,0.905381583540816,-4.61214899488638
"219899_x_at","219899_x_at","NM_014434","NDOR1","27158","NADPH dependent diflavin oxidoreductase 1",-0.554086360003414,4.95631941945311,-0.874356163163625,0.417870824642357,0.905381583540816,-4.61215032036394
"212772_s_at","212772_s_at","AL162060","ABCA2","20","ATP binding cassette subfamily A member 2",0.354072478991891,6.64271089432205,0.874295031849771,0.41790140851997,0.905381583540816,-4.61215656588551
"202458_at","202458_at","NM_007173","PRSS23","11098","serine protease 23",-0.389896999785245,8.33543869272832,-0.874292256843033,0.417902796890675,0.905381583540816,-4.61215684939027
"210938_at","210938_at","U30329","PDX1","3651","pancreatic and duodenal homeobox 1",0.374334110959137,3.35371506283166,0.874127015511131,0.417985475500377,0.905381583540816,-4.61217373015821
"206092_x_at","206092_x_at","NM_016434","RTEL1","51750","regulator of telomere elongation helicase 1",0.417785604253907,6.64279825781981,0.874065238497269,0.418016388851083,0.905381583540816,-4.61218004074308
"216114_at","216114_at","AL049430","NCKIPSD","51517","NCK interacting protein with SH3 domain",-0.351928558899602,6.5851142354065,-0.874034937563756,0.418031552136258,0.905381583540816,-4.61218313592519
"209032_s_at","209032_s_at","AF132811","CADM1","23705","cell adhesion molecule 1",0.444856899758124,6.9999451916222,0.873989580513342,0.418054250627525,0.905381583540816,-4.61218776895112
"212619_at","212619_at","AW205215","TMEM194A","23306",NA,0.536495084712103,4.98717655517052,0.873927358694833,0.418085390444919,0.905381583540816,-4.61219412442616
"205682_x_at","205682_x_at","NM_019101","APOM","55937","apolipoprotein M",0.316720990979451,7.33390519038629,0.873778491405181,0.418159900380755,0.905381583540816,-4.61220932905862
"208969_at","208969_at","AF050641","NDUFA9","4704","NADH:ubiquinone oxidoreductase subunit A9",-0.314087632020367,10.3717666276666,-0.87312329524045,0.41848795372853,0.905381583540816,-4.61227623099522
"212107_s_at","212107_s_at","BE561014","DHX9","1660","DExH-box helicase 9",-0.478011458018845,4.94865998098209,-0.87308814740248,0.418505557573733,0.905381583540816,-4.61227981915716
"57715_at","57715_at","W72694","CALHM2","51063","calcium homeostasis modulator family member 2",0.327047054905574,6.22009532707565,0.873057022457199,0.418521147015222,0.905381583540816,-4.61228299656523
"218411_s_at","218411_s_at","NM_016586","MBIP","51562","MAP3K12 binding inhibitory protein 1",0.350293329102612,5.88806204998816,0.873007403290329,0.418546000500965,0.905381583540816,-4.61228806183839
"218508_at","218508_at","NM_018403","DCP1A","55802","decapping mRNA 1A",-0.311762317822111,7.24761923582181,-0.872780039002312,0.418659898098072,0.905381583540816,-4.6123112698499
"216690_at","216690_at","AC005255","OR7C1","26664","olfactory receptor family 7 subfamily C member 1",-0.608766987450134,5.36632498741121,-0.872714805939526,0.41869258077451,0.905381583540816,-4.61231792784676
"213731_s_at","213731_s_at","AI871234","TCF3","6929","transcription factor 3",0.316953696444382,3.76943937287416,0.872675307105351,0.418712371180971,0.905381583540816,-4.61232195915327
"209405_s_at","209405_s_at","BC002934","FAM3A","60343","FAM3 metabolism regulating signaling molecule A",-0.343467397193503,6.46752624493698,-0.872574531872992,0.418762866581724,0.905381583540816,-4.61233224396228
"211920_at","211920_at","AF349679","CFB","629","complement factor B",-0.309668177135454,4.74741975855763,-0.872527129261006,0.418786620180618,0.905381583540816,-4.61233708150144
"215687_x_at","215687_x_at","AA393484","PLCB1","23236","phospholipase C beta 1",0.429860795147335,6.95962257622103,0.87252152171726,0.418789430205963,0.905381583540816,-4.61233765375389
"209044_x_at","209044_x_at","BC004273","SF3B4","10262","splicing factor 3b subunit 4",-0.30850023517073,7.07220965802648,-0.872200427932935,0.41895035897314,0.905381583540816,-4.61237041816229
"50277_at","50277_at","AW001443","GGA1","26088","golgi associated, gamma adaptin ear containing, ARF binding protein 1",-0.328255425690724,10.0866024425095,-0.872105294185181,0.418998047970881,0.905381583540816,-4.61238012434006
"221663_x_at","221663_x_at","AB045369","HRH3","11255","histamine receptor H3",-0.395989196371072,4.20991836671804,-0.872095169210487,0.419003123697472,0.905381583540816,-4.61238115732315
"209621_s_at","209621_s_at","AF002280","PDLIM3","27295","PDZ and LIM domain 3",-0.401759999487364,12.4412854866524,-0.872084412260202,0.419008516289172,0.905381583540816,-4.61238225477526
"217200_x_at","217200_x_at","U06715","CYB561","1534","cytochrome b561",0.399967038930729,7.74994874845511,0.87199774128285,0.419051967433274,0.905381583540816,-4.61239109690345
"217447_at","217447_at","X98405","MAG","4099","myelin associated glycoprotein",-0.457404530711731,4.49310485969041,-0.871882419858929,0.419109787316201,0.905381583540816,-4.6124028611881
"201006_at","201006_at","NM_005809","PRDX2","7001","peroxiredoxin 2",0.47974510314095,5.77719757780296,0.871699899632646,0.419201311681732,0.905381583540816,-4.61242147887993
"207235_s_at","207235_s_at","NM_000842","GRM5","2915","glutamate metabotropic receptor 5",0.39762911363943,4.33245606408151,0.87158552601561,0.419258671782676,0.905381583540816,-4.61243314429292
"216645_at","216645_at","AL117663","","",NA,0.650338640049901,5.87360835348814,0.871571791563658,0.41926556021743,0.905381583540816,-4.61243454506696
"209394_at","209394_at","BC002508","ASMTL","8623","acetylserotonin O-methyltransferase like",-0.896597428015589,5.49445058328544,-0.871444634152799,0.419329339343525,0.905381583540816,-4.61244751325086
"219831_at","219831_at","NM_016508","CDKL3","51265","cyclin dependent kinase like 3",0.417094266854098,6.38381558499274,0.871386619134989,0.419358440730335,0.905381583540816,-4.61245342958357
"218709_s_at","218709_s_at","NM_016004","IFT52","51098","intraflagellar transport 52",0.419811726389631,6.96316553093347,0.871107201105931,0.419498623276761,0.905381583540816,-4.6124819214182
"222240_s_at","222240_s_at","AL137749","ISYNA1","51477","inositol-3-phosphate synthase 1",0.334842904356328,6.16870041941061,0.871041667385372,0.419531506325427,0.905381583540816,-4.61248860306629
"216039_at","216039_at","D38503","GABRA2","2555","gamma-aminobutyric acid type A receptor subunit alpha2",0.367027200669827,5.16134331865605,0.87091127266884,0.419596940663036,0.905381583540816,-4.61250189695191
"207584_at","207584_at","NM_005577","LPA","4018","lipoprotein(a)",-0.597294837600339,4.25551948209363,-0.870844943523205,0.419630228742354,0.905381583540816,-4.61250865886215
"208394_x_at","208394_x_at","NM_007036","ESM1","11082","endothelial cell specific molecule 1",-0.556593840983262,4.47098719852883,-0.870547041455849,0.419779759090368,0.905381583540816,-4.61253902493312
"213306_at","213306_at","AA917899","MPDZ","8777","multiple PDZ domain crumbs cell polarity complex component",-0.443144680848639,8.37787317934397,-0.870539320501105,0.419783635117548,0.905381583540816,-4.61253981187779
"203424_s_at","203424_s_at","AW157548","IGFBP5","3488","insulin like growth factor binding protein 5",-0.462934507628455,7.40752123601198,-0.870480006618659,0.419813412417381,0.905381583540816,-4.61254585721246
"211578_s_at","211578_s_at","M60725","RPS6KB1","6198","ribosomal protein S6 kinase B1",-0.351223204554886,4.79459800745345,-0.870446112958224,0.419830428740601,0.905381583540816,-4.6125493115891
"202387_at","202387_at","NM_004323","BAG1","573","BAG cochaperone 1",0.315041534882829,9.30571177133983,0.870255520804755,0.419926125298625,0.905381583540816,-4.61256873499725
"218716_x_at","218716_x_at","NM_012123","MTO1","25821","mitochondrial tRNA translation optimization 1",-0.352305899144858,7.77927424146431,-0.87001564088127,0.420046592731719,0.905381583540816,-4.61259317803862
"212832_s_at","212832_s_at","AI143124","CKAP5","9793","cytoskeleton associated protein 5",-0.348657854544493,7.94814456629073,-0.869831088490003,0.420139292507912,0.905381583540816,-4.61261198084765
"212090_at","212090_at","AL571424","GRINA","2907","glutamate ionotropic receptor NMDA type subunit associated protein 1",-0.434161095237856,6.5477044764566,-0.8697679345335,0.420171017984424,0.905381583540816,-4.6126184146778
"213349_at","213349_at","AI934469","TMCC1","23023","transmembrane and coiled-coil domain family 1",-0.315206146456777,8.31004171858191,-0.869697142255542,0.42020658273322,0.905381583540816,-4.61262562635879
"206417_at","206417_at","NM_000087","CNGA1","1259","cyclic nucleotide gated channel subunit alpha 1",0.353483565907492,6.85296689661023,0.869623481117742,0.420243591158648,0.905381583540816,-4.61263312995039
"209609_s_at","209609_s_at","BC004517","MRPL9","65005","mitochondrial ribosomal protein L9",-0.384121921843548,8.79958040518292,-0.869435149763584,0.420338222759148,0.905381583540816,-4.61265231298774
"220687_at","220687_at","NM_018175","LOC101927550","101927550","uncharacterized LOC101927550",-0.693374817455552,5.06970851554336,-0.869319009306365,0.420396588335808,0.905381583540816,-4.61266414167085
"205437_at","205437_at","NM_006385","ZNF211","10520","zinc finger protein 211",-0.463749288830235,5.1918617076102,-0.869264003115044,0.420424233449161,0.905381583540816,-4.61266974364232
"210281_s_at","210281_s_at","AL136621","ZMYM2","7750","zinc finger MYM-type containing 2",-0.647037676610454,4.69333931649914,-0.869190864802667,0.420460993563543,0.905381583540816,-4.612677191933
"209818_s_at","209818_s_at","AF241831","HABP4","22927","hyaluronan binding protein 4",0.415211817378975,4.9974808127562,0.869175606034111,0.420468663093208,0.905381583540816,-4.61267874581846
"221472_at","221472_at","Z97053","SERINC3","10955","serine incorporator 3",-0.369800397825162,7.81249370450044,-0.869162972948677,0.420475012953148,0.905381583540816,-4.61268003230459
"209022_at","209022_at","AK026678","STAG2","10735","stromal antigen 2",-0.425558549826364,8.83169673252207,-0.869055625192887,0.420528972860929,0.905381583540816,-4.61269096361252
"217896_s_at","217896_s_at","NM_024946","FAM192A","80011",NA,-0.41412790443742,7.14662836343703,-0.868854225381291,0.420630223505881,0.905381583540816,-4.6127114703089
"212136_at","212136_at","AW517686","ATP2B4","493","ATPase plasma membrane Ca2+ transporting 4",-0.324160460926048,7.89310225286513,-0.868816933905931,0.420648973238448,0.905381583540816,-4.61271526707048
"221620_s_at","221620_s_at","AF061264","APOO","79135","apolipoprotein O",-0.323930578536167,8.95188514028634,-0.868528205681606,0.420794163882084,0.905381583540816,-4.61274466035157
"201782_s_at","201782_s_at","NM_003977","AIP","9049","aryl hydrocarbon receptor interacting protein",0.362817613258828,8.61762960257161,0.868523751517116,0.420796404011343,0.905381583540816,-4.61274511375485
"211971_s_at","211971_s_at","AI653608","LRPPRC","10128","leucine rich pentatricopeptide repeat containing",-0.35900995151238,9.45668263015884,-0.868477719217232,0.42081955552502,0.905381583540816,-4.61274979945095
"203559_s_at","203559_s_at","NM_001091","AOC1","26","amine oxidase copper containing 1",-0.517809092776243,4.58896855082165,-0.868348518749874,0.420884540824853,0.905381583540816,-4.61276295022631
"220682_s_at","220682_s_at","NM_015990","","",NA,-0.338043515296369,3.95024024830588,-0.868033598525259,0.421042971246863,0.905381583540816,-4.61279500011612
"206281_at","206281_at","NM_001117","ADCYAP1","116","adenylate cyclase activating polypeptide 1",0.440797849063945,6.76242415228529,0.867792233975964,0.42116442765617,0.905381583540816,-4.61281955979342
"202727_s_at","202727_s_at","NM_000416","IFNGR1","3459","interferon gamma receptor 1",-0.331564248313052,7.91793568149757,-0.867766609994745,0.421177323383229,0.905381583540816,-4.61282216690064
"205904_at","205904_at","NM_000247","MICA","100507436","MHC class I polypeptide-related sequence A",0.391142491723055,5.63847459665117,0.867628229937108,0.421246970771907,0.905381583540816,-4.61283624561915
"204324_s_at","204324_s_at","NM_014498","GOLIM4","27333","golgi integral membrane protein 4",-0.37510299158078,6.68549140865484,-0.86757218766139,0.421275179606885,0.905381583540816,-4.61284194697966
"201862_s_at","201862_s_at","NM_004735","LRRFIP1","9208","LRR binding FLII interacting protein 1",0.314119659037265,6.84876268742656,0.867532859134115,0.421294976440759,0.905381583540816,-4.61284594787543
"32094_at","32094_at","AB017915","CHST3","9469","carbohydrate sulfotransferase 3",0.483658574220317,5.52962999420196,0.867515823276977,0.421303552012339,0.905381583540816,-4.61284768090411
"210936_at","210936_at","AF274954","WDR1","9948","WD repeat domain 1",-0.382090318003331,4.97961800505059,-0.867482361124891,0.421320396695211,0.905381583540816,-4.612851084897
"212345_s_at","212345_s_at","BE675139","CREB3L2","64764","cAMP responsive element binding protein 3 like 2",-0.308303501852862,7.84187331348143,-0.867453080786432,0.421335136690428,0.905381583540816,-4.61285406342845
"214170_x_at","214170_x_at","AA669797","FH","2271","fumarate hydratase",-0.320607485345693,9.79030737995762,-0.867271044439272,0.421426784210511,0.905381583540816,-4.61287257976121
"212635_at","212635_at","AW161626","TNPO1","3842","transportin 1",0.379730997952101,7.90095398158029,0.867268012909861,0.421428310583272,0.905381583540816,-4.61287288810346
"206517_at","206517_at","NM_004062","CDH16","1014","cadherin 16",0.516317250720267,3.18980277854712,0.867246758097701,0.421439012482187,0.905381583540816,-4.61287504995152
"208894_at","208894_at","M60334","HLA-DRA","3122","major histocompatibility complex, class II, DR alpha",-0.400373115407225,7.39559840227472,-0.867128939041502,0.421498338654046,0.905381583540816,-4.61288703291362
"221414_s_at","221414_s_at","NM_030931","DEFB126","81623","defensin beta 126",0.584765558730249,5.21418884585963,0.866950421923994,0.421588240504442,0.905381583540816,-4.61290518754702
"204382_at","204382_at","NM_015654","NAT9","26151","N-acetyltransferase 9 (putative)",0.474942867521675,5.70624966967408,0.866794191607831,0.421666930507391,0.905381583540816,-4.61292107398613
"212641_at","212641_at","AL023584","HIVEP2","3097","HIVEP zinc finger 2",-0.358418342398974,6.46674833178477,-0.866793844958085,0.421667105120066,0.905381583540816,-4.6129211092338
"202388_at","202388_at","NM_002923","RGS2","5997","regulator of G protein signaling 2",0.361110976534591,6.95470803908259,0.866761276680624,0.421683510492884,0.905381583540816,-4.61292442077211
"209085_x_at","209085_x_at","L14922","RFC1","5981","replication factor C subunit 1",-0.466735187104059,6.15990890395689,-0.866759162331765,0.421684575554527,0.905381583540816,-4.61292463575646
"213068_at","213068_at","AI146848","DPT","1805","dermatopontin",0.314543662220786,6.69864024218211,0.866741162723555,0.4216936425852,0.905381583540816,-4.61292646592233
"212429_s_at","212429_s_at","AW194657","GTF3C2","2976","general transcription factor IIIC subunit 2",-0.304845694619403,8.27541550543474,-0.866697468242599,0.421715653631338,0.905381583540816,-4.61293090860644
"201790_s_at","201790_s_at","AW150953","DHCR7","1717","7-dehydrocholesterol reductase",-0.420383411249427,5.70046600877339,-0.86647908756264,0.421825675639641,0.905381583540816,-4.61295311084326
"217956_s_at","217956_s_at","NM_021204","ENOPH1","58478","enolase-phosphatase 1",0.324927663012097,7.78594794272213,0.866443732509597,0.421843489845458,0.905381583540816,-4.61295670501498
"210404_x_at","210404_x_at","AF078803","CAMK2B","816","calcium/calmodulin dependent protein kinase II beta",-0.436757513841904,8.25450172215914,-0.866167118014458,0.421982886035898,0.905381583540816,-4.61298482266238
"216594_x_at","216594_x_at","S68290","AKR1C1","1645","aldo-keto reductase family 1 member C1",0.390954652826464,9.54370670811922,0.865776583612959,0.422179749754432,0.905381583540816,-4.61302451171379
"207507_s_at","207507_s_at","NM_001689","ATP5G3","518",NA,-0.386826100690604,11.2792603709836,-0.865703316433094,0.422216690572323,0.905381583540816,-4.61303195657251
"203260_at","203260_at","NM_016063","HDDC2","51020","HD domain containing 2",0.366182063732198,6.74808439186426,0.865682671373506,0.422227100111969,0.905381583540816,-4.61303405430485
"214440_at","214440_at","NM_000662","NAT1","9","N-acetyltransferase 1",0.323698370806466,6.33530442265809,0.865594595497945,0.422271511423269,0.905381583540816,-4.6130430033312
"206997_s_at","206997_s_at","NM_004807","HS6ST1","9394","heparan sulfate 6-O-sulfotransferase 1",0.352196864215317,4.08899824429826,0.865565594193326,0.422286135788961,0.905381583540816,-4.61304594992367
"200974_at","200974_at","NM_001613","ACTA2","59","actin alpha 2, smooth muscle",-0.554241989432796,8.56342923621581,-0.865554614358723,0.422291672643488,0.905381583540816,-4.61304706548327
"215175_at","215175_at","AB023212","PCNX","22990",NA,-0.307250363203745,6.01357681005897,-0.865539640945179,0.422299223447629,0.905381583540816,-4.61304858678091
"210117_at","210117_at","AF311312","SPAG1","6674","sperm associated antigen 1",0.305128397155702,4.86857638724102,0.865495101386907,0.422321684490621,0.905381583540816,-4.61305311191028
"221570_s_at","221570_s_at","AF201938","METTL5","29081","methyltransferase like 5",-0.362918884274983,9.78747430258026,-0.865414732149573,0.422362216512121,0.905381583540816,-4.61306127693622
"213584_s_at","213584_s_at","AI432137","CREBZF","58487","CREB/ATF bZIP transcription factor",0.319671799782131,4.67705424593946,0.865316655068733,0.422411682969568,0.905381583540816,-4.61307124040188
"78047_s_at","78047_s_at","AW001777","MMP24-AS1","101410538",NA,0.416139713810953,8.58981616643021,0.86526352882472,0.422438479707427,0.905381583540816,-4.61307663713535
"211721_s_at","211721_s_at","BC005868","ZNF551","90233","zinc finger protein 551",-0.610822958024905,3.99051759592997,-0.865099704706207,0.422521120225582,0.905381583540816,-4.61309327775525
"210273_at","210273_at","AB006757","PCDH7","5099","protocadherin 7",0.330658590612805,6.86087780819993,0.864986005368858,0.422578482627442,0.905381583540816,-4.61310482586639
"208565_at","208565_at","NM_005913","MC5R","4161","melanocortin 5 receptor",0.44871036003012,6.12072117679673,0.86494627617554,0.422598527767911,0.905381583540816,-4.61310886084651
"209258_s_at","209258_s_at","AI373676","SMC3","9126","structural maintenance of chromosomes 3",-0.320454837847802,5.87370392737355,-0.864917321191268,0.422613137293146,0.905381583540816,-4.61311180151061
"205291_at","205291_at","NM_000878","IL2RB","3560","interleukin 2 receptor subunit beta",0.331195031801637,7.40478522995208,0.864842686977379,0.422650796481911,0.905381583540816,-4.61311938109891
"200057_s_at","200057_s_at","NM_007363","NONO","4841","non-POU domain containing octamer binding",-0.331615228730367,9.44503218290822,-0.864821130167013,0.422661674161983,0.905381583540816,-4.6131215702652
"210280_at","210280_at","D10537","MPZ","4359","myelin protein zero",-0.346531757115929,6.31906484353664,-0.864681945648675,0.422731912478879,0.905381583540816,-4.61313570419017
"206819_at","206819_at","NM_014549","POM121L9P","29774","POM121 transmembrane nucleoporin like 9, pseudogene",-0.527840394706526,3.91906765774652,-0.864527428459192,0.422809898597419,0.905381583540816,-4.61315139363977
"208141_s_at","208141_s_at","NM_031304","DOHH","83475","deoxyhypusine hydroxylase",-0.489214797321443,6.70560035967401,-0.864487641086676,0.422829981371186,0.905381583540816,-4.61315543333939
"211465_x_at","211465_x_at","U27335","FUT6","2528","fucosyltransferase 6",0.316669509291154,9.00733915383483,0.864434436822578,0.422856837476315,0.905381583540816,-4.61316083512425
"213071_at","213071_at","AL049798","DPT","1805","dermatopontin",-0.358185612736888,6.9073836386743,-0.864325714988094,0.422911721376459,0.905381583540816,-4.61317187298791
"213682_at","213682_at","AL036344","NUP50","10762","nucleoporin 50",-0.332387116424096,6.89016443309189,-0.86429650097992,0.42292646982244,0.905381583540816,-4.61317483877625
"211994_at","211994_at","AI742553","WNK1","65125","WNK lysine deficient protein kinase 1",0.332686625761383,9.0629495583084,0.864219523511302,0.422965333103693,0.905381583540816,-4.61318265321539
"204312_x_at","204312_x_at","AI655737","CREB1","1385","cAMP responsive element binding protein 1",0.375228278570543,5.24440413167487,0.864122243545,0.423014450264933,0.905381583540816,-4.61319252812833
"57739_at","57739_at","AI949010","DND1","373863","DND microRNA-mediated repression inhibitor 1",0.373404025332342,6.37958244375618,0.864085822464595,0.423032840562734,0.905381583540816,-4.61319622508213
"213463_s_at","213463_s_at","AW300504","FAM149B1","317662","family with sequence similarity 149 member B1",-0.424196382175832,6.32405861270087,-0.863923597175681,0.42311476118725,0.905381583540816,-4.61321269085095
"214483_s_at","214483_s_at","AF124489","ARFIP1","27236","ADP ribosylation factor interacting protein 1",-0.316527840380579,6.09320744110772,-0.863920122347616,0.423116516038658,0.905381583540816,-4.6132130435251
"219571_s_at","219571_s_at","NM_016265","ZNF12","7559","zinc finger protein 12",-0.34065963039018,6.48097714006862,-0.863836059022454,0.423158971217143,0.905381583540816,-4.61322157520687
"204864_s_at","204864_s_at","NM_002184","IL6ST","3572","interleukin 6 signal transducer",0.323896157117659,5.38799905788649,0.863699323009706,0.42322803495708,0.905381583540816,-4.61323545171328
"219071_x_at","219071_x_at","NM_016458","HGH1","51236","HGH1 homolog",0.375032563679074,8.73606850659782,0.863552682084839,0.423302110978463,0.905381583540816,-4.61325033205169
"213523_at","213523_at","AI671049","CCNE1","898","cyclin E1",-0.36364968634288,5.42118551559231,-0.863528564011115,0.423314295216672,0.905381583540816,-4.61325277929055
"201202_at","201202_at","NM_002592","PCNA","5111","proliferating cell nuclear antigen",-0.475357255049224,7.42040465995781,-0.86342828165512,0.423364959809088,0.905381583540816,-4.61326295444172
"204929_s_at","204929_s_at","NM_006634","VAMP5","10791","vesicle associated membrane protein 5",0.316883278676579,8.03548374703242,0.863399674424699,0.423379413573602,0.905381583540816,-4.6132658569544
"216664_at","216664_at","AL133618","LOC101929148","101929148","uncharacterized LOC101929148",0.364374483233312,4.54033866919658,0.86325969316537,0.42345014426981,0.905381583540816,-4.61328005879457
"209670_at","209670_at","M12959","TRAC","28755","T cell receptor alpha constant",0.544806711283515,5.26263611059805,0.863254215424494,0.423452912281273,0.905381583540816,-4.61328061451434
"36019_at","36019_at","L26260","STK19","8859","serine/threonine kinase 19",0.348212213482574,7.70179905795036,0.863208307052558,0.423476111230327,0.905381583540816,-4.6132852718664
"218302_at","218302_at","NM_018468","PSENEN","55851","presenilin enhancer, gamma-secretase subunit",0.320242164108446,6.51521904092399,0.86314998829103,0.423505582919915,0.905381583540816,-4.61329118803959
"210370_s_at","210370_s_at","AF244129","LY9","4063","lymphocyte antigen 9",0.346344391136316,4.10843807954166,0.863109925001221,0.423525830006114,0.905381583540816,-4.6132952521493
"202246_s_at","202246_s_at","NM_000075","CDK4","1019","cyclin dependent kinase 4",0.303491267440222,8.00375033359041,0.863059777977858,0.423551174210946,0.905381583540816,-4.61330033902753
"213755_s_at","213755_s_at","BF431501","","",NA,-0.391360616812166,4.35489120317196,-0.863015206028646,0.423573701742333,0.905381583540816,-4.61330486023614
"200093_s_at","200093_s_at","N32864","HINT1","3094","histidine triad nucleotide binding protein 1",-0.32966226633023,10.2112328926424,-0.862995786891352,0.423583516834532,0.905381583540816,-4.61330682999875
"218629_at","218629_at","NM_005631","SMO","6608","smoothened, frizzled class receptor",0.412020998520608,6.73424450807575,0.862961152928301,0.42360102244167,0.905381583540816,-4.61331034300219
"210724_at","210724_at","AF239764","EMR3","84658",NA,-0.367100102652355,4.3811534365144,-0.862754111732319,0.423705681992277,0.905498433648902,-4.61333134203521
"212378_at","212378_at","NM_000819","GART","2618","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",0.376332103809692,7.11298837075112,0.86240854925743,0.42388040752485,0.905764976041657,-4.61336638425788
"212386_at","212386_at","BF592782","TCF4","6925","transcription factor 4",0.454994344651153,9.49971843229374,0.861866621111852,0.42415452985566,0.905954270769699,-4.6134213234474
"210530_s_at","210530_s_at","M21985","NR2C1","7181","nuclear receptor subfamily 2 group C member 1",0.403894782066474,4.05690684690149,0.861866030742624,0.424154828553504,0.905954270769699,-4.61342138328692
"220550_at","220550_at","NM_018007","FBXO4","26272","F-box protein 4",1.02957452910947,4.06788214760982,0.861759894753171,0.424208530723156,0.905954270769699,-4.61343214080359
"215891_s_at","215891_s_at","X61094","GM2A","2760","GM2 ganglioside activator",-0.561560818548389,3.53142969012637,-0.861681016622144,0.424248444405687,0.905954270769699,-4.6134401350948
"213479_at","213479_at","U26662","NPTX2","4885","neuronal pentraxin 2",-0.443863617622661,4.62375949260114,-0.861260761698093,0.424461148171447,0.905954270769699,-4.61348272100914
"218970_s_at","218970_s_at","NM_015960","CUTC","51076","cutC copper transporter",-0.325079462554704,10.6882709453376,-0.861167215847698,0.424508505468841,0.905954270769699,-4.61349219876245
"201726_at","201726_at","BC003376","ELAVL1","1994","ELAV like RNA binding protein 1",-0.451765515272855,8.30985328954299,-0.861046935254208,0.424569402982398,0.905954270769699,-4.61350438434602
"219553_at","219553_at","NM_013330","NME7","29922","NME/NM23 family member 7",0.325543526126242,6.47506864396203,0.861041541165524,0.424572134138594,0.905954270769699,-4.61350493079694
"217026_at","217026_at","M96936","CFTR","1080","CF transmembrane conductance regulator",0.46242998852282,6.22183257279791,0.860965589994999,0.424610591435679,0.905954270769699,-4.61351262486615
"204817_at","204817_at","NM_012291","ESPL1","9700","extra spindle pole bodies like 1, separase",0.307974848385323,5.89064166613701,0.860937434526995,0.424624848407621,0.905954270769699,-4.6135154769987
"209503_s_at","209503_s_at","AF035309","PSMC5","5705","proteasome 26S subunit, ATPase 5",-0.337553368150612,9.01469310265699,-0.860891654528284,0.424648030610759,0.905954270769699,-4.61352011437474
"212013_at","212013_at","D86983","PXDN","7837","peroxidasin",-0.381350211846509,6.65289118183965,-0.860853463876596,0.424667370426815,0.905954270769699,-4.61352398286741
"216602_s_at","216602_s_at","AD000092","FARSA","2193","phenylalanyl-tRNA synthetase subunit alpha",0.558496134391289,2.60671837376326,0.860804154949154,0.424692341536983,0.905954270769699,-4.61352897743546
