"","PROBEID","ACCNUM","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GI_41327154-S","GI_41327154-S","NM_001430","2034","EPAS1","endothelial PAS domain protein 1",0.0526532478760791,6.29757493421396,0.910318617637886,0.376350974799418,0.591128869148597,-6.01743689482617
"GI_4757797-S","GI_4757797-S","NM_004849","9474","ATG5","autophagy related 5",0.0559123951201466,7.7354235152288,0.909830296790969,0.376600648266302,0.59143687898049,-6.01787401088426
"GI_8924257-S","GI_8924257-S","NM_018558","55879","GABRQ","gamma-aminobutyric acid type A receptor subunit theta",-0.058393073077684,6.49388961364543,-0.909779338347997,0.376626709257944,0.59143687898049,-6.01791961374909
"GI_41200979-S","GI_41200979-S","XM_372360",NA,NA,NA,0.051740435113719,6.28271013110963,0.909716713030202,0.376658738554596,0.59143687898049,-6.0179756541951
"GI_4507456-S","GI_4507456-S","NM_003234","7037","TFRC","transferrin receptor",-0.169518966045151,9.51601670416736,-0.909679627212794,0.376677706715135,0.59143687898049,-6.01800883891301
"GI_38327636-S","GI_38327636-S","NM_017422","51806","CALML5","calmodulin like 5",-0.0529104213482414,6.44244764558438,-0.909649107404038,0.376693317065909,0.59143687898049,-6.01803614739727
"GI_13435393-I","GI_13435393-I","NM_022333",NA,NA,NA,-0.0638065443841107,6.42654958485091,-0.909250623742724,0.376897174702882,0.59167589081696,-6.01839262673343
"GI_5453809-S","GI_5453809-S","NM_006181","4917","NTN3","netrin 3",0.0548358239769255,6.33260350736327,0.909237152768552,0.376904067534408,0.59167589081696,-6.01840467527636
"GI_16950657-S","GI_16950657-S","NM_001760","896","CCND3","cyclin D3",-0.0563274139491501,7.49376474078019,-0.908891698984783,0.377080858559115,0.591907470961331,-6.01871359704457
"GI_21389470-S","GI_21389470-S","NM_144641","132160","PPM1M","protein phosphatase, Mg2+/Mn2+ dependent 1M",-0.0622484528422236,7.48333082717492,-0.908604972672899,0.377227637545908,0.592091908624995,-6.01896992176836
"GI_4826947-S","GI_4826947-S","NM_005044","5613","PRKX","protein kinase X-linked",0.048542684935847,6.51234990570154,0.908381472885901,0.377342076842014,0.592225561613037,-6.0191696735093
"GI_42660803-S","GI_42660803-S","XM_378609",NA,NA,NA,-0.0669923736594189,8.12018607371125,-0.908148975788416,0.377461147976978,0.592366462805003,-6.01937741971962
"GI_15718721-S","GI_15718721-S","NM_003521","8342","H2BC14","H2B clustered histone 14",-0.0478925402470125,6.45212284754142,-0.908002192228769,0.377536334838965,0.592397207129499,-6.01950855258496
"GI_22004646-S","GI_22004646-S","NM_145865","257629","ANKS4B","ankyrin repeat and sterile alpha motif domain containing 4B",0.0733872419275805,6.28637498423208,0.907881289638922,0.377598272312442,0.592397207129499,-6.01961654972358
"GI_22209002-S","GI_22209002-S","NM_006025","8909","ENDOU","endonuclease, poly(U) specific",0.0513707277421362,6.39901798436627,0.907876074005958,0.377600944395976,0.592397207129499,-6.01962120833596
"GI_40255103-S","GI_40255103-S","NM_152363","126549","ANKLE1","ankyrin repeat and LEM domain containing 1",-0.0865778649336342,9.19422590611437,-0.907871561172646,0.377603256430102,0.592397207129499,-6.01962523918708
"GI_40548365-S","GI_40548365-S","NM_024639","79692","ZNF322","zinc finger protein 322",0.0501641156632697,7.09799676260335,0.907824789568912,0.377627219222553,0.592397207129499,-6.01966701440373
"GI_9845518-S","GI_9845518-S","NM_002963","6278","S100A7","S100 calcium binding protein A7",0.0728139437484012,6.26629296741391,0.907655763796674,0.377713825841259,0.592487105138166,-6.01981796784511
"GI_7706690-S","GI_7706690-S","NM_016356","51473","DCDC2","doublecortin domain containing 2",0.0574532352845152,6.18425645175116,0.907403408607145,0.377843154366737,0.592593288413308,-6.02004329409314
"GI_24475827-S","GI_24475827-S","NM_145180","246705","LINC00314","long intergenic non-protein coding RNA 314",-0.0541957645228788,6.26407225797952,-0.907334451733273,0.377878499012917,0.592593288413308,-6.02010485543122
"GI_8922535-S","GI_8922535-S","NM_018147","55179","FAIM","Fas apoptotic inhibitory molecule",-0.0501507560980148,7.31036001555291,-0.907317159397176,0.377887362751033,0.592593288413308,-6.02012029252755
"GI_27501457-S","GI_27501457-S","NM_022092","63922","CHTF18","chromosome transmission fidelity factor 18",-0.0481652344824628,7.20412762290886,-0.907294960694654,0.377898741609693,0.592593288413308,-6.02014010921448
"GI_42560247-A","GI_42560247-A","NM_002701","5460","POU5F1","POU class 5 homeobox 1",0.0594253391689694,6.35676084448127,0.906951353159484,0.378074901334109,0.592822661022781,-6.02044679065076
"GI_39725958-A","GI_39725958-A","NM_014934","22873","DZIP1","DAZ interacting zinc finger protein 1",0.0598309725339199,6.59400972396067,0.906848384226885,0.378127701957361,0.592822661022781,-6.0205386736118
"GI_37546921-S","GI_37546921-S","XM_291016",NA,NA,NA,-0.0511509103106302,7.51665686480577,-0.906838121384323,0.378132964832196,0.592822661022781,-6.02054783100965
"GI_27363481-S","GI_27363481-S","NM_172368",NA,NA,NA,0.0431679997890724,6.30195867882355,0.906730733177596,0.378188037406792,0.592844284840455,-6.02064364649373
"GI_21704282-S","GI_21704282-S","NM_020655","57338","JPH3","junctophilin 3",-0.0544380965141267,6.36737938273684,-0.906696890827072,0.3782053941171,0.592844284840455,-6.02067383970073
"GI_42662347-S","GI_42662347-S","XM_379018",NA,NA,NA,0.0441668710402725,6.33320258956404,0.906463246412646,0.378325237904336,0.592943716851367,-6.02088226314831
"GI_33285007-S","GI_33285007-S","NM_152312","120071","LARGE2","LARGE xylosyl- and glucuronyltransferase 2",0.0417178352656338,6.35153816377746,0.906458889085278,0.378327473162373,0.592943716851367,-6.02088614966149
"GI_42655865-S","GI_42655865-S","XM_378917",NA,NA,NA,-0.0579944035949831,6.30646506093527,-0.906243656686607,0.37843789597518,0.593070812564064,-6.02107810506362
"GI_15451784-S","GI_15451784-S","NM_000678","146","ADRA1D","adrenoceptor alpha 1D",-0.0650478189108581,7.02663547693536,-0.905927871013271,0.37859994603788,0.593207209789026,-6.02135966495972
"GI_28376667-S","GI_28376667-S","NM_174926","219902","TLCD5","TLC domain containing 5",-0.0523559705217123,6.35900098904625,-0.905920083322139,0.378603942998275,0.593207209789026,-6.02136660748408
"GI_13540532-S","GI_13540532-S","NM_030769","80896","NPL","N-acetylneuraminate pyruvate lyase",-0.0458557979429717,6.43914473267867,-0.905861397116663,0.378634064066786,0.593207209789026,-6.02141892298731
"GI_40795668-S","GI_40795668-S","NM_006841","10991","SLC38A3","solute carrier family 38 member 3",-0.0680504018642578,6.98476215855772,-0.905825519162652,0.378652479452315,0.593207209789026,-6.02145090469713
"GI_23346413-S","GI_23346413-S","NM_002376","4140","MARK3","microtubule affinity regulating kinase 3",-0.0553453479345478,9.13166166345086,-0.905702469444988,0.378715642832904,0.593207209789026,-6.02156058291813
"GI_22547113-A","GI_22547113-A","NM_145255","124995","MRPL10","mitochondrial ribosomal protein L10",-0.0575937921770926,9.74226289573067,-0.905694549000234,0.378719708767151,0.593207209789026,-6.02156764220988
"GI_27498268-S","GI_27498268-S","XM_069189",NA,NA,NA,-0.048006923033924,6.173081145809,-0.905667074492399,0.37873381294384,0.593207209789026,-6.02159212911272
"GI_24497527-S","GI_24497527-S","NM_002145","3212","HOXB2","homeobox B2",0.0659318400251587,6.98446767767534,0.905616803998224,0.378759620473078,0.593207209789026,-6.02163693141598
"GI_42656821-S","GI_42656821-S","XM_371663",NA,NA,NA,-0.0559168064745972,6.30248713868666,-0.905497471032119,0.378820887586993,0.593257215605373,-6.02174327494763
"GI_23510374-A","GI_23510374-A","NM_015158","23189","KANK1","KN motif and ankyrin repeat domains 1",0.0567464545874241,8.18326453543999,0.905367205182923,0.378887775427083,0.593271002878423,-6.02185934693806
"GI_21070970-I","GI_21070970-I","NM_138970","9369","NRXN3","neurexin 3",0.047029262140974,6.25369637998629,0.905332760288119,0.37890546324237,0.593271002878423,-6.02189003618424
"GI_31542985-S","GI_31542985-S","NM_017625","55600","ITLN1","intelectin 1",0.126331809362706,6.47639182696884,0.905258823160945,0.378943432616789,0.593271002878423,-6.02195590814171
"GI_4758373-S","GI_4758373-S","NM_004468","2275","FHL3","four and a half LIM domains 3",0.0873644489809191,12.2928713708973,0.905251781747286,0.378947048769977,0.593271002878423,-6.02196218121556
"GI_30149745-S","GI_30149745-S","XM_086502",NA,NA,NA,0.0732982936117939,11.0642184906873,0.905055191090979,0.379048018290961,0.59338313678575,-6.02213730273465
"GI_19718744-I","GI_19718744-I","NM_003362","7374","UNG","uracil DNA glycosylase",0.0452558694252847,6.39706931812908,0.904935785193556,0.379109354365952,0.593433213704437,-6.0222436519493
"GI_21902536-S","GI_21902536-S","NM_016368","51477","ISYNA1","inositol-3-phosphate synthase 1",-0.0599173818575434,7.13892402718462,-0.904775457136626,0.379191721755373,0.593516201379007,-6.02238642877186
"GI_37540369-S","GI_37540369-S","XM_352552",NA,NA,NA,-0.050606507104531,6.79877392740295,-0.90461653153864,0.379273380563276,0.593530795754609,-6.02252793422437
"GI_31377749-S","GI_31377749-S","NM_017798","54915","YTHDF1","YTH N6-methyladenosine RNA binding protein 1",-0.0463447889512327,9.23367578308198,-0.904607545041017,0.379277998340648,0.593530795754609,-6.02253593502704
"GI_31341814-S","GI_31341814-S","NM_178529","100129726","LINC01126","long intergenic non-protein coding RNA 1126",0.0470636113934315,6.1330966386746,0.904585935816201,0.379289102553833,0.593530795754609,-6.02255517372527
"GI_40068058-S","GI_40068058-S","NM_004882","9541","CIR1","corepressor interacting with RBPJ, CIR1",0.0585782937093784,7.21070109812177,0.904358171090419,0.379406156102961,0.593638617996108,-6.0227579275951
"GI_4557528-S","GI_4557528-S","NM_001365","1742","DLG4","discs large MAGUK scaffold protein 4",-0.0587851929647867,6.2406854589066,-0.904333289034089,0.379418945043012,0.593638617996108,-6.02278007457101
"GI_22202607-I","GI_22202607-I","NM_007073","11149","BVES","blood vessel epicardial substance",-0.058407295599773,6.44995284623909,-0.904216197692244,0.379479131842642,0.593638617996108,-6.02288428766845
"GI_42476075-S","GI_42476075-S","NM_014939","22878","TRAPPC8","trafficking protein particle complex 8",0.0547985567779339,8.9072023910297,0.9042139539085,0.379480285245849,0.593638617996108,-6.02288628455209
"GI_32307170-S","GI_32307170-S","NM_001933","1743","DLST","dihydrolipoamide S-succinyltransferase",-0.0654332935350563,7.06401220048846,-0.904166279031891,0.379504792781548,0.593638617996108,-6.02292871235711
"GI_37556035-S","GI_37556035-S","XM_352732",NA,NA,NA,0.0841969960770008,8.18273103639462,0.904091725990031,0.379543119328738,0.593652646654271,-6.02299505609981
"GI_24475750-S","GI_24475750-S","NM_058168",NA,NA,NA,-0.0479998381683329,6.11304467399196,-0.903874383871231,0.379654866402129,0.593781503095169,-6.02318843784426
"GI_15147344-S","GI_15147344-S","NM_002009","2252","FGF7","fibroblast growth factor 7",0.0611189864677977,6.08170728579528,0.903789728821562,0.379698398045247,0.593790104088777,-6.02326374898557
"GI_42660350-S","GI_42660350-S","XM_378482",NA,NA,NA,-0.0490624734917082,6.28486390053652,-0.903714470964347,0.379737100255695,0.593790104088777,-6.02333069483712
"GI_22748910-S","GI_22748910-S","NM_152430","143503","OR51E1","olfactory receptor family 51 subfamily E member 1",-0.0535778034494587,6.19752414845578,-0.903692380931792,0.379748460811832,0.593790104088777,-6.02335034414013
"GI_7657430-S","GI_7657430-S","NM_014390","27044","SND1","staphylococcal nuclease and tudor domain containing 1",-0.0589237993968776,8.9671852242785,-0.90356860456931,0.379812121289241,0.593843725708633,-6.02346043645386
"GI_4758331-A","GI_4758331-A","NM_004458","2182","ACSL4","acyl-CoA synthetase long chain family member 4",0.0585770501846357,7.16485118883921,0.903429623553268,0.379883610381559,0.593876524642237,-6.02358403631893
"GI_27436965-I","GI_27436965-I","NM_172160","7881","KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1",-0.0459902876694382,6.15737635474752,-0.903409837963638,0.379893788436483,0.593876524642237,-6.02360163083008
"GI_8923906-A","GI_8923906-A","NM_018694","51329","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4",0.0480229910803676,11.5906054047026,0.903356539916628,0.379921206803421,0.593876524642237,-6.02364902486782
"GI_22212924-A","GI_22212924-A","NM_147133","4799","NFX1","nuclear transcription factor, X-box binding 1",0.0511422215111166,6.84811334643326,0.903167549850017,0.380018440617018,0.593982599344261,-6.02381705958857
"GI_24497486-A","GI_24497486-A","NM_153378","116085","SLC22A12","solute carrier family 22 member 12",0.063305135499065,6.90178836801365,0.902889447380947,0.380161552536793,0.594160361249536,-6.02406426838596
"GI_4758419-S","GI_4758419-S","NM_004752","9247","GCM2","glial cells missing transcription factor 2",-0.0480985089311021,6.14689604450289,-0.902747881606465,0.38023441643991,0.594228312453159,-6.02419008169897
"GI_37556071-S","GI_37556071-S","XM_351359",NA,NA,NA,0.0506600428170048,6.37610939358341,0.90214017499125,0.380547310000605,0.594671341230467,-6.02472996538756
"GI_29788765-S","GI_29788765-S","NM_020040","56604","TUBB7P","tubulin beta 7 pseudogene",-0.0477039819480813,6.16632181678888,-0.902020578088368,0.380608908011454,0.594716850509447,-6.02483617620893
"GI_15718714-S","GI_15718714-S","NM_003510","8330","H2AC15","H2A clustered histone 15",-0.0516432125101138,6.33515755924062,-0.901969428684699,0.380635254403505,0.594716850509447,-6.02488159676463
"GI_11386152-S","GI_11386152-S","NM_003554","8388","OR1E2","olfactory receptor family 1 subfamily E member 2",-0.0529028343791298,6.67187551227845,-0.90186310800545,0.380690022734446,0.594756466793883,-6.02497600187747
"GI_32698827-S","GI_32698827-S","NM_182494","119395","CALHM3","calcium homeostasis modulator 3",-0.0460661767476527,6.27259563724893,-0.901708326771743,0.3807697637524,0.594835089063448,-6.02511341858394
"GI_33620758-S","GI_33620758-S","NM_018409","55805","LRP2BP","LRP2 binding protein",-0.0575806608789131,6.62104251801232,-0.901589585693196,0.380830945041213,0.594884707584269,-6.02521882401265
"GI_4557242-S","GI_4557242-S","NM_000020","94","ACVRL1","activin A receptor like type 1",-0.0452633133135514,7.27585713009894,-0.901365529292049,0.380946408045948,0.595019103746108,-6.02541768293603
"GI_20336333-A","GI_20336333-A","NM_001191","598","BCL2L1","BCL2 like 1",0.0656863814056781,8.19999830522328,0.901165750206853,0.381049380109113,0.595091800707573,-6.02559495728833
"GI_27886647-I","GI_27886647-I","NM_172376","27133","KCNH5","potassium voltage-gated channel subfamily H member 5",0.0625951914385929,6.13575672378294,0.901161037730527,0.381051809285478,0.595091800707573,-6.02559913848647
"GI_37577131-I","GI_37577131-I","NM_194458","118424","UBE2J2","ubiquitin conjugating enzyme E2 J2",-0.0700478335531196,6.28515562576686,-0.900944194951469,0.381163598183164,0.595220412299155,-6.02579151343
"GI_32698865-S","GI_32698865-S","NM_182513","147841","SPC24","SPC24 component of NDC80 kinetochore complex",0.0518306835697908,6.38340666315113,0.900844558882057,0.381214970945132,0.595254666214789,-6.02587989292448
"GI_31542664-S","GI_31542664-S","NM_018296","55282","LRRC36","leucine rich repeat containing 36",-0.0575980150606465,6.21802835278796,-0.900380671374128,0.381454214629775,0.595529375415103,-6.02629125608069
"GI_37542949-S","GI_37542949-S","XM_292136",NA,NA,NA,0.0542992646654712,6.02807756580082,0.900337914532891,0.381476270978319,0.595529375415103,-6.02632916212037
"GI_21361911-S","GI_21361911-S","NM_022365","64215","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1",0.0556897285879918,7.43492430514331,0.900314353502476,0.381488425430698,0.595529375415103,-6.02635004943888
"GI_7662577-S","GI_7662577-S","NM_014135",NA,NA,NA,0.0491540382157174,6.24689834584695,0.900275042799018,0.381508705263204,0.595529375415103,-6.02638489805864
"GI_14249309-S","GI_14249309-S","NM_032710",NA,NA,NA,-0.109019541949005,10.9858782501331,-0.900193102136583,0.381550979618494,0.595549390881171,-6.02645753339028
"GI_14110386-I","GI_14110386-I","NM_003718","8621","CDK13","cyclin dependent kinase 13",-0.049786049703517,6.31406357712733,-0.900054010069677,0.381622746418629,0.595615433415491,-6.02658081629017
"GI_42656635-S","GI_42656635-S","XM_376243",NA,NA,NA,0.0594070437669743,6.2832169977444,0.899847986237821,0.381729064444574,0.595718214732405,-6.02676339201075
"GI_4502386-S","GI_4502386-S","NM_001708","611","OPN1SW","opsin 1, short wave sensitive",-0.0443097745131134,6.17934908251546,-0.899812224509962,0.381747521215692,0.595718214732405,-6.02679507977221
"GI_4505284-S","GI_4505284-S","NM_002457","4583","MUC2","mucin 2, oligomeric mucus/gel-forming",0.0537673905632703,6.35753909570704,0.899732957331034,0.381788433466036,0.595722170418321,-6.02686531281593
"GI_7019342-S","GI_7019342-S","NM_013230","100133941","CD24","CD24 molecule",-0.0538236745667735,6.4064033916719,-0.899690079933903,0.381810565051029,0.595722170418321,-6.02690330112617
"GI_29732373-S","GI_29732373-S","XM_291304",NA,NA,NA,-0.0580777006921389,6.30530561764587,-0.899636082069346,0.381838437801882,0.595722170418321,-6.02695113957707
"GI_7657392-S","GI_7657392-S","NM_014434","27158","NDOR1","NADPH dependent diflavin oxidoreductase 1",-0.0491186824317458,6.78107015989264,-0.899261359806396,0.382031900593926,0.595887798354753,-6.02728304694355
"GI_42658179-S","GI_42658179-S","XM_374386",NA,NA,NA,0.0458555470876547,6.33278343769907,0.899205403827138,0.382060795383235,0.595887798354753,-6.02733259884424
"GI_38683806-S","GI_38683806-S","NM_032217","26057","ANKRD17","ankyrin repeat domain 17",0.0441862942522606,7.21370364015264,0.899173057964273,0.382077498949851,0.595887798354753,-6.02736124150559
"GI_15991832-I","GI_15991832-I","NM_033500","3098","HK1","hexokinase 1",0.05425836915758,6.14112290433678,0.899169608703698,0.382079280194394,0.595887798354753,-6.02736429581376
"GI_7710118-S","GI_7710118-S","NM_001426","2019","EN1","engrailed homeobox 1",0.0542325202149634,6.47529713836887,0.899145086995077,0.38209194369555,0.595887798354753,-6.02738600939692
"GI_31377847-S","GI_31377847-S","NM_017988","55681","SCYL2","SCY1 like pseudokinase 2",0.0670652670067398,7.13568953035242,0.899002155587418,0.382165761956361,0.595956957856064,-6.0275125622801
"GI_38348419-S","GI_38348419-S","NM_198573","375704","ENHO","energy homeostasis associated",-0.0487402136440798,6.25427679644691,-0.898812098759317,0.38226393344359,0.596064080672643,-6.02768081243123
"GI_22047411-S","GI_22047411-S","XM_171094",NA,NA,NA,0.0595377021591039,6.25753876904339,0.89868223197979,0.382331024268149,0.596099331427523,-6.02779576018657
"GI_34222348-S","GI_34222348-S","NM_033048","53336","CPXCR1","CPX chromosome region candidate 1",-0.0545074327503539,6.24572229004256,-0.898496820326561,0.382426824006514,0.596099331427523,-6.02795984594301
"GI_33457347-S","GI_33457347-S","NM_019107","56005","MYDGF","myeloid derived growth factor",-0.0843724303824409,8.73840645086585,-0.898492519052384,0.382429046609376,0.596099331427523,-6.02796365212648
"GI_8922554-S","GI_8922554-S","NM_018157","55188","RIC8B","RIC8 guanine nucleotide exchange factor B",-0.0630327252292489,8.07028752170744,-0.898448679784579,0.38245170022546,0.596099331427523,-6.02800244441591
"GI_6006006-S","GI_6006006-S","NM_000843","2916","GRM6","glutamate metabotropic receptor 6",-0.0622561008307763,6.27198101666577,-0.898446597892357,0.382452776050256,0.596099331427523,-6.02800428658874
"GI_7262385-I","GI_7262385-I","NM_007333","3823","KLRC3","killer cell lectin like receptor C3",-0.048495509207461,6.08728392376281,-0.898400898600345,0.382476391825636,0.596099331427523,-6.02804472286982
"GI_4885316-S","GI_4885316-S","NM_005299","2853","GPR31","G protein-coupled receptor 31",0.0485601325772693,6.1384989428606,0.898345046959613,0.382505255307157,0.596099331427523,-6.02809413977885
"GI_4826771-S","GI_4826771-S","NM_004970","3483","IGFALS","insulin like growth factor binding protein acid labile subunit",-0.0505176304670565,6.37952223929307,-0.898311923156191,0.382522373997504,0.596099331427523,-6.02812344604446
"GI_34304382-S","GI_34304382-S","NM_173477","124590","USH1G","USH1 protein network component sans",-0.208069728252537,8.24183622946151,-0.8981891769398,0.382585814879147,0.596152251111291,-6.02823203720658
"GI_4505962-S","GI_4505962-S","NM_000307","5456","POU3F4","POU class 3 homeobox 4",0.0590589546070843,6.13080275984626,0.898009655946311,0.382678612315573,0.596250903038465,-6.02839083184288
"GI_21361656-S","GI_21361656-S","NM_005313","2923","PDIA3","protein disulfide isomerase family A member 3",0.0999626490287699,7.61632347710508,0.897943860689846,0.382712626786202,0.596257957180352,-6.02844902364051
"GI_13430877-S","GI_13430877-S","NM_025010","23276","KLHL18","kelch like family member 18",0.0455151497110515,6.38420453501927,0.897850868622023,0.382760704782533,0.596286919214762,-6.02853126277428
"GI_37543750-S","GI_37543750-S","XM_352207",NA,NA,NA,0.0484359079889698,6.33237409597601,0.897777039227769,0.382798878342671,0.596290548433895,-6.02859654960807
"GI_25121977-S","GI_25121977-S","NM_001351","1618","DAZL","deleted in azoospermia like",-0.0780744336898813,6.3074476178974,-0.897725233384337,0.382825666132794,0.596290548433895,-6.02864235827936
"GI_4501882-S","GI_4501882-S","NM_001613","59","ACTA2","actin alpha 2, smooth muscle",-0.156850648912521,11.2341316170681,-0.897675273831333,0.382851500436045,0.596290548433895,-6.0286865321373
"GI_31083305-S","GI_31083305-S","NM_031935","83872","HMCN1","hemicentin 1",0.0644229244307528,6.19777806271581,0.897566434385231,0.382907785847905,0.59633228108676,-6.02878275948741
"GI_7706450-S","GI_7706450-S","NM_016235","51704","GPRC5B","G protein-coupled receptor class C group 5 member B",-0.0683411272578187,8.89804618991247,-0.897506197659101,0.382938939159977,0.596334870138921,-6.02883601158739
"GI_5453799-S","GI_5453799-S","NM_006176","4900","NRGN","neurogranin",-0.0488054076372286,6.52739146221942,-0.897376144550502,0.383006206014966,0.596393692578825,-6.02895097368145
"GI_18105062-S","GI_18105062-S","NM_007259","11311","VPS45","vacuolar protein sorting 45 homolog",0.0574443776820637,8.3177202397052,0.897229679637943,0.383081970992322,0.596465737694291,-6.02908042523977
"GI_4504946-S","GI_4504946-S","NM_002289","3906","LALBA","lactalbumin alpha",0.0589122838161869,6.01179146651517,0.896971013463318,0.383215801276229,0.596628173514522,-6.02930899830054
"GI_9665231-S","GI_9665231-S","NM_018950","3134","HLA-F","major histocompatibility complex, class I, F",-0.0499030104069966,7.00440073378215,-0.896745570670136,0.383332467870397,0.59676386425493,-6.02950816477507
"GI_37549482-S","GI_37549482-S","XM_353231",NA,NA,NA,-0.0561093371698886,6.1549558165874,-0.896520135853839,0.383449154202131,0.596899564828428,-6.02970727912369
"GI_37552272-S","GI_37552272-S","XM_294117",NA,NA,NA,0.0483457532471396,6.52366919120178,0.896417754090927,0.383502155459977,0.596936116200154,-6.02979769249719
"GI_21361890-S","GI_21361890-S","NM_022071","63898","SH2D4A","SH2 domain containing 4A",0.0513237675489959,6.5655101353863,0.896206714948954,0.383611422282867,0.597060234758456,-6.02998403190465
"GI_29171686-I","GI_29171686-I","NM_176799","80895","ILKAP","ILK associated serine/threonine phosphatase",-0.0565745435744089,6.0529306625427,-0.896114033414279,0.383659415330539,0.597088973862759,-6.03006585363207
"GI_21245119-S","GI_21245119-S","NM_139245","151742","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L",-0.0580627658804893,6.21271250482174,-0.895688330528665,0.383879907803428,0.597302284809734,-6.0304415775828
"GI_21361611-A","GI_21361611-A","NM_022727","27037","TRMT2A","tRNA methyltransferase 2 homolog A",0.0490051088672399,6.64506924729731,0.895585449524308,0.383933207705596,0.597302284809734,-6.03053235588908
"GI_19528654-A","GI_19528654-A","NM_131917","11124","FAF1","Fas associated factor 1",0.0542590762344783,8.88203096910246,0.89557423278395,0.383939019099828,0.597302284809734,-6.03054225254863
"GI_7656927-S","GI_7656927-S","NM_014482","27302","BMP10","bone morphogenetic protein 10",-0.0570477551167174,6.3799186111389,-0.8954972945372,0.383978882405011,0.597302284809734,-6.03061013304297
"GI_37545972-S","GI_37545972-S","XM_208746",NA,NA,NA,-0.0423387860253737,6.1353089159497,-0.895429315461507,0.384014106090185,0.597302284809734,-6.03067010473671
"GI_40217830-A","GI_40217830-A","NM_022036","55890","GPRC5C","G protein-coupled receptor class C group 5 member C",0.0801755138387836,9.66363728867405,0.895379470308721,0.38403993497472,0.597302284809734,-6.03071407593026
"GI_11038644-I","GI_11038644-I","NM_004069","1175","AP2S1","adaptor related protein complex 2 subunit sigma 1",-0.0787669351590754,9.18678361863516,-0.895325928809233,0.384067680540864,0.597302284809734,-6.03076130542157
"GI_41281602-S","GI_41281602-S","NM_033520","64073","C19orf33","chromosome 19 open reading frame 33",0.07335367726653,6.40700569267402,0.895317976634192,0.384071801526405,0.597302284809734,-6.03076831989759
"GI_41352715-S","GI_41352715-S","NM_003683","8568","RRP1","ribosomal RNA processing 1",0.0495585952123099,6.32313244966409,0.895292936157677,0.384084778225666,0.597302284809734,-6.03079040730214
"GI_21450811-S","GI_21450811-S","NM_145050",NA,NA,NA,-0.0516577933986486,6.41190214988323,-0.895279260720951,0.384091865356856,0.597302284809734,-6.03080246973315
"GI_6912551-S","GI_6912551-S","NM_012352","26189","OR1A2","olfactory receptor family 1 subfamily A member 2",0.0474941775255493,6.29370986280311,0.895183723267094,0.384141378946828,0.59733334540786,-6.03088673399866
"GI_41126366-S","GI_41126366-S","XM_374009",NA,NA,NA,-0.0460422024592493,6.2974927505459,-0.894998330500104,0.384237473506586,0.597436828279637,-6.03105022775662
"GI_4885308-S","GI_4885308-S","NM_005295","2845","GPR22","G protein-coupled receptor 22",0.047752567700047,6.37273161934441,0.894831204515403,0.384324113682922,0.597499100129856,-6.03119758630107
"GI_27477083-I","GI_27477083-I","NM_172343",NA,NA,NA,0.0526781761089206,6.2136443924948,0.894807082113678,0.384336620117157,0.597499100129856,-6.0312188534897
"GI_7705870-S","GI_7705870-S","NM_016181","51152","LINC00328","long intergenic non-protein coding RNA 328",0.0483957460930755,6.14643447879875,0.894643719190058,0.384421324000408,0.597584839530462,-6.03136286660496
"GI_25777631-S","GI_25777631-S","NM_000525","3767","KCNJ11","potassium inwardly rectifying channel subfamily J member 11",0.0529011460701918,6.50994694263447,0.894562384469716,0.384463500828183,0.597604462314296,-6.03143455865849
"GI_27597103-S","GI_27597103-S","NM_173352","196374","KRT78","keratin 78",-0.04205159579229,6.40720805397559,-0.894209531916118,0.384646511557214,0.597829453238954,-6.03174551065242
"GI_27477077-S","GI_27477077-S","NM_014443","27190","IL17B","interleukin 17B",-0.0559395760837713,6.17487557922643,-0.894155599854955,0.384674489144097,0.597829453238954,-6.03179302864743
"GI_21361765-S","GI_21361765-S","NM_017865","55657","ZNF692","zinc finger protein 692",0.0561701030338408,7.41703848579241,0.894112321432288,0.384696941078348,0.597829453238954,-6.03183115815905
"GI_18079215-S","GI_18079215-S","NM_020764","57524","CASKIN1","CASK interacting protein 1",0.0549055580455207,6.10842422228288,0.893889132456032,0.384812740779075,0.597963454337484,-6.03202776754463
"GI_37675274-I","GI_37675274-I","NM_181877","54993","ZSCAN2","zinc finger and SCAN domain containing 2",0.0426898357435483,6.29033422884985,0.893685252201369,0.384918542751964,0.597993453179067,-6.03220732903171
"GI_37595563-A","GI_37595563-A","NM_000734","919","CD247","CD247 molecule",-0.058831142407576,6.86858755159076,-0.893641701465792,0.384941145575546,0.597993453179067,-6.03224568026631
"GI_18375537-I","GI_18375537-I","NM_017518","55559","HAUS7","HAUS augmin like complex subunit 7",-0.0565993104896751,7.66191401290852,-0.893583428021088,0.384971390875155,0.597993453179067,-6.03229699383862
"GI_6912497-S","GI_6912497-S","NM_012213","23417","MLYCD","malonyl-CoA decarboxylase",-0.106675684288806,10.5226856768103,-0.893571951348754,0.38497734772813,0.597993453179067,-6.03230709944243
